식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-120000000-3591,피자_페퍼로니 피자 치즈버스트 나폴리 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,284,,13.43,16.55,,20.26,2.33,,,,,,557,,,,,,,,,30.33,8.47,0.33,3,식품의약품안전처,875g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3592,피자_페퍼로니 피자 치즈버스트 오리지널 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,275,,12.43,14.44,,23.8,2.38,,,,,,519,,,,,,,,,25.61,7.22,0.29,3,식품의약품안전처,1084g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3593,피자_페퍼로니 플러스 1인피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,319,,14.83,,,,4.59,,,,,,569,,,,,,,,,,7.72,,3,식품의약품안전처,187g,미스터피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3595,피자_페퍼로니 플러스 피자 오리진 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,288,,15.42,,,,4.36,,,,,,466,,,,,,,,,,4.37,,3,식품의약품안전처,508g,미스터피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3597,피자_페퍼로니 플러스 피자 치즈캡 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,285,,16.67,,,,3.67,,,,,,498,,,,,,,,,,5.39,,3,식품의약품안전처,603.5,미스터피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3604,피자_페퍼로니 시카고 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,318,,13.99,,,24.48,2.8,,,,,,484,,,,,,,,,0.21,8.39,,3,식품의약품안전처,100g,굽네치킨,2,수집,2023-10-11,2024-04-16,1471000,식품의약품안전처
D202-120000000-3610,피자_페퍼로니 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,184,,10,,,,1.88,,,,,,280,,,,,,,,,,2.69,,3,식품의약품안전처,100g,또래오래,2,수집,2023-10-12,2024-04-16,1471000,식품의약품안전처
D202-120000000-3612,피자_페퍼로니 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,243,,12.63,,,,1.95,,,,,,299,,,,,,,,,,3.48,,3,식품의약품안전처,100g,치킨플러스,2,수집,2023-10-12,2024-04-16,1471000,식품의약품안전처
D202-120000000-3614,피자_페퍼로니 피자 (12인치),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,250,,11.33,,,,4.67,,,,,,600,,,,,,,,,,5.33,,3,식품의약품안전처,100g,자담치킨,2,수집,2023-10-12,2024-04-16,1471000,식품의약품안전처
D202-120000000-3615,피자_페퍼로니 피자 (7인치),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,267,,13.33,,,,5.56,,,,,,633,,,,,,,,,,5.56,,3,식품의약품안전처,180g,자담치킨,2,수집,2023-10-12,2024-04-16,1471000,식품의약품안전처
D202-120000000-3616,피자_페퍼로니 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,262,,12.15,,,,5.22,,,,,,314,,,,,,,,,,1.59,,3,식품의약품안전처,945.2,반올림피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3617,피자_페퍼로니 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,277,,15.23,,,,5.3,,,,,,588,,,,,,,,,,3.97,,3,식품의약품안전처,604g,오구쌀피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3618,피자_페퍼로니 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,352,,7.67,,,,2.55,,,,,,825,,,,,,,,,,9.02,,3,식품의약품안전처,805g,피자플래넷,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3626,피자_페페로니 러버 피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,374,,16.76,,,,3.82,,,,,,753,,,,,,,,,,10.78,,3,식품의약품안전처,410g,피자헛,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3627,피자_페페로니 러버 피자 오리지널 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,306,,14.04,,,,3.16,,,,,,739,,,,,,,,,,5.2,,3,식품의약품안전처,685g,피자헛,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3628,피자_페페로니 러버 피자 오리지널 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,309,,14.69,,,,2.92,,,,,,724,,,,,,,,,,5.62,,3,식품의약품안전처,390g,피자헛,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-124000000-0040,허니브레드_허니브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02124,허니브레드,0212400,해당없음,021240000,해당없음,00,해당없음,100g,284,,3.86,,,,13.68,,,,,,325,,,,,,,,,,5.61,,3,식품의약품안전처,285g,토프레소,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-120000000-3571,피자_페퍼로니 피자 더블치즈 엣지 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,275,,12.68,13.77,,25.1,2.21,,,,,,509,,,,,,,,,23.6,6.76,0.26,3,식품의약품안전처,1054g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3572,피자_페퍼로니 피자 더블치즈 엣지 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,286,,13.79,15.31,,23.15,3.27,,,,,,524,,,,,,,,,25.43,6.59,0.25,3,식품의약품안전처,644g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3573,피자_페퍼로니 피자 슈퍼시드 화이버 버스트 오리지널 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,328,,15.38,13.76,,25.61,3.45,,,,,,486,,,,,,,,,23.32,7.19,0.27,3,식품의약품안전처,1046g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3574,피자_페퍼로니 피자 슈퍼시드 화이버 엣지 오리지널 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,324,,15.51,10.06,,24.62,2.72,,,,,,490,,,,,,,,,14.44,7.2,0.19,3,식품의약품안전처,1017g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3575,피자_페퍼로니 피자 슈퍼시드 화이버 엣지 오리지널 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,333,,15.78,8.05,,26.48,2.15,,,,,,514,,,,,,,,,13.48,6.93,0.16,3,식품의약품안전처,614g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3576,피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,274,,12.5,11.9,,29.11,2.6,,,,,,356,,,,,,,,,17.08,4.9,0.23,3,식품의약품안전처,860g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3577,피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,270,,12,9.93,,32.65,2,,,,,,341,,,,,,,,,16.62,4,0.2,3,식품의약품안전처,498g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3578,피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,326,,15.9,14.69,,24.32,2.62,,,,,,507,,,,,,,,,22.48,7.36,0.3,3,식품의약품안전처,1057g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3579,피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,334,,16.09,13.54,,26.47,2.09,,,,,,527,,,,,,,,,23.85,7.07,0.29,3,식품의약품안전처,634g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3580,피자_페퍼로니 시카고 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,265,,12.85,,,,5.34,,,,,,496,,,,,,,,,,6.84,,3,식품의약품안전처,100g,비비큐,2,수집,2023-10-11,2024-04-16,1471000,식품의약품안전처
D202-120000000-3581,피자_페퍼로니 피자 씬 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,315,,12.25,,,,1.89,,,,,,624,,,,,,,,,,6.6,,3,식품의약품안전처,848.7,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3582,피자_페퍼로니 피자 씬 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,335,,14.94,22.03,,,2.69,,,,,,635,,,,,,,,,35.62,10.58,0.36,3,식품의약품안전처,280g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3583,피자_페퍼로니 피자 오리지널 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,282,,11.13,,,,4.64,,,,,,635,,,,,,,,,,4.64,,3,식품의약품안전처,862.6,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3584,피자_페퍼로니 피자 오리지널 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,282,,11.24,,,,4.99,,,,,,635,,,,,,,,,,4.37,,3,식품의약품안전처,641g,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3585,피자_페퍼로니 피자 오리지널 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,275,,12.5,11.53,,30.3,3.19,,,,,,471,,,,,,,,,21.38,5,0.2,3,식품의약품안전처,500g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3586,피자_페퍼로니 피자 오리지널 (P),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,282,,10.94,,,,4.56,,,,,,635,,,,,,,,,,4.56,,3,식품의약품안전처,1096.,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3587,피자_페퍼로니 피자 오리지널 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,281,,11.02,,,,5.08,,,,,,636,,,,,,,,,,5.08,,3,식품의약품안전처,354.2,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3588,피자_페퍼로니 피자 치즈롤 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,291,,12.74,,,,3.54,,,,,,672,,,,,,,,,,6.37,,3,식품의약품안전처,1130.,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3534,피자_페스티벌 피자 골드스윗 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,261,,13.82,,,,7.32,,,,,,431,,,,,,,,,,5.69,,3,식품의약품안전처,986g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3535,피자_페스티벌 피자 골드스윗 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,257,,12.98,,,,7.63,,,,,,427,,,,,,,,,,5.34,,3,식품의약품안전처,786g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3536,피자_페스티벌 피자 리코타링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,260,,14.29,,,,7.14,,,,,,473,,,,,,,,,,5.36,,3,식품의약품안전처,896g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3537,피자_페스티벌 피자 리코타링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,259,,14.17,,,,7.5,,,,,,473,,,,,,,,,,5,,3,식품의약품안전처,721g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3538,피자_페스티벌 피자 석쇠 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,251,,14,,,,7,,,,,,445,,,,,,,,,,4,,3,식품의약품안전처,796g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3539,피자_페스티벌 피자 석쇠 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,251,,14.02,,,,7.48,,,,,,445,,,,,,,,,,3.74,,3,식품의약품안전처,641g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3540,피자_페스티벌 피자 씬바샤삭 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,278,,13.95,,,,6.2,,,,,,437,,,,,,,,,,7.75,,3,식품의약품안전처,690g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3541,피자_페스티벌 피자 씬바샤삭 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,280,,15.57,,,,5.74,,,,,,444,,,,,,,,,,6.56,,3,식품의약품안전처,489g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3542,피자_페스티벌 피자 치즈링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,250,,14.78,,,,6.09,,,,,,497,,,,,,,,,,4.35,,3,식품의약품안전처,916g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3543,피자_페스티벌 피자 치즈링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,249,,15.32,,,,6.45,,,,,,498,,,,,,,,,,4.03,,3,식품의약품안전처,741g,7번가피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3558,피자_페퍼로니 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,315,,17.61,11.55,,35.15,3.55,,,,,,396,,,,,,,,,29.2,5.24,0.19,3,식품의약품안전처,536g,난타5000피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3564,피자_페퍼로니 피자 골드링 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,299,,12.87,,,,7.15,,,,,,607,,,,,,,,,,5.72,,3,식품의약품안전처,1119.,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3565,피자_페퍼로니 피자 골드링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,299,,12.82,,,,7.48,,,,,,607,,,,,,,,,,5.88,,3,식품의약품안전처,748.7,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3566,피자_페퍼로니 피자 골드링 (P),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,299,,12.56,,,,7.27,,,,,,607,,,,,,,,,,5.95,,3,식품의약품안전처,1512.,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3567,피자_페퍼로니 피자 골드링씬 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,312,,11.58,,,,5.07,,,,,,557,,,,,,,,,,7.24,,3,식품의약품안전처,1105.,파파존스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3568,피자_페퍼로니 피자 나폴리 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,299,,14.27,14.89,,26.99,3.04,,,,,,560,,,,,,,,,26.39,6.73,0.26,3,식품의약품안전처,360g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3569,피자_페퍼로니 피자 더블치즈 페퍼로니 엣지 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,279,,13.16,13.46,,23.63,2.13,,,,,,525,,,,,,,,,25.26,6.93,0.27,3,식품의약품안전처,1094g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3570,피자_페퍼로니 피자 더블치즈 페퍼로니 엣지 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,288,,14.15,14.16,,23.61,3.17,,,,,,537,,,,,,,,,26.41,6.73,0.28,3,식품의약품안전처,664g,도미노피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-124000000-0039,허니브레드_허니브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02124,허니브레드,0212400,해당없음,021240000,해당없음,00,해당없음,100g,324,,8.12,,,,7.51,,,,,,343,,,,,,,,,,9.06,,3,식품의약품안전처,245g,카페띠아모,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D101-006000000-0001,기장밥,D,음식,1,가정식(분석 함량),01,밥류,01006,기장밥,0100600,해당없음,010060000,해당없음,00,해당없음,100g,166,59.1,3.44,0.57,0.15,36.77,0,1.5,4,0.33,28,25,1,0,0,0,0,0.005,0.205,0.29,0,0,0.08,0,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3487,피자_통 파인애플 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,222,,9.53,8.3,,,10.8,,,,,,328,,,,,,,,,18.5,3.6,0.15,3,식품의약품안전처,100g,유로코피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3489,피자_통베이컨할라피뇨 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,259,,14.66,,,,3.45,,,,,,371,,,,,,,,,,5.17,,3,식품의약품안전처,928g,피자는치즈빨,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3490,피자_통베이컨할라피뇨 피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,258,,15.05,,,,3.23,,,,,,366,,,,,,,,,,5.38,,3,식품의약품안전처,558g,피자는치즈빨,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3491,피자_통삽겹파인 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,282,,13.45,,,,5.88,,,,,,454,,,,,,,,,,5.04,,3,식품의약품안전처,951g,봉수아피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3492,피자_통새우 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,237,,12.37,,,,4.64,,,,,,593,,,,,,,,,,3.61,,3,식품의약품안전처,778g,오구쌀피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3495,피자_트러플고르곤졸라 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,289,,13.4,11.9,,,7.1,,,,,,409,,,,,,,,,29.4,3.3,0.2,3,식품의약품안전처,100g,유로코피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3496,피자_트러플머쉬룸 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,226,,10.42,7.29,,29.57,2.08,,,,,,435,,,,,,,,,17.19,3.13,0,3,식품의약품안전처,770g,피자스쿨,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3499,피자_트러플베이컨 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,275,,11.58,,,,6.86,,,,,,350,,,,,,,,,,3.05,,3,식품의약품안전처,1145.,반올림피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3500,피자_트리플치즈프라이 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,284,,10.22,,,,4.38,,,,,,369,,,,,,,,,,3.65,,3,식품의약품안전처,1092g,피자에땅,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3520,피자_트윈폴더 피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,241,,13.53,,,,5.26,,,,,,372,,,,,,,,,,4.59,,3,식품의약품안전처,1064g,지정환피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3521,피자_트윈폴더 피자 씬 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,242,,13.21,,,,4.72,,,,,,373,,,,,,,,,,4.62,,3,식품의약품안전처,636g,지정환피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3522,피자_파인애플 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,235,,8.66,,,,8.97,,,,,,296,,,,,,,,,,4.79,,3,식품의약품안전처,1027.,서오릉피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3523,피자_파인애플 피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,227,,8.37,,,,9.79,,,,,,285,,,,,,,,,,4.84,,3,식품의약품안전처,697.8,서오릉피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-120000000-3524,피자_파인애플 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,219,,9.32,,,28.81,11.86,,,,,,293,,,,,,,,,19.49,3.39,0,3,식품의약품안전처,942g,선명희피자,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
